hcpcs,service,mue_value,mai,rationale,effective_date,source
D9613,practitioner,4,3,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9930,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9944,practitioner,2,3,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9945,practitioner,2,3,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9946,practitioner,2,3,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9950,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9951,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
D9952,practitioner,1,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0100,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0105,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0110,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0111,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0112,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0113,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0114,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0116,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0117,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0118,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0130,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0135,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0140,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0141,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0143,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0144,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0147,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0148,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0149,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0153,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0154,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0155,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0156,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0157,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0158,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0159,practitioner,2,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0160,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0161,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0162,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0163,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0165,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0167,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0168,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0170,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0171,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0172,practitioner,0,3,Published Contractor Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0175,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0181,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0182,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0183,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0184,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0185,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0186,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0187,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0188,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0189,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0190,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0191,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0193,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0194,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0196,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0197,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0198,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0199,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0200,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0201,practitioner,1,2,Anatomic Consideration,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0202,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0203,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0205,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0210,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0215,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0217,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0218,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0221,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0225,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0231,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0232,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0235,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0236,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0239,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0240,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0241,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0242,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0243,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0244,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0245,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0246,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0247,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0248,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0249,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0250,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0251,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0255,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0256,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0260,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0261,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0265,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0266,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0270,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0271,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0272,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0273,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0274,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0275,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0276,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0277,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0280,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0290,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0291,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0292,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0293,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0294,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0295,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0296,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0297,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0300,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0301,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0302,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0303,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0304,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0305,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0310,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0315,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0316,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0325,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0326,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0328,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0329,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0350,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0352,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0370,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0371,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0372,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0373,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0424,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0425,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0430,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0431,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0433,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0434,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0435,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0439,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0440,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0441,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0442,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0443,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0444,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0445,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0446,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0447,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0455,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0457,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0459,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0462,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0465,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0466,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0467,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0470,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0471,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0472,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0480,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0481,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0482,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0483,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0484,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0485,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0486,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0487,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0490,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0491,practitioner,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0500,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0550,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0555,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0560,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0561,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0562,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0565,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0570,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0572,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0574,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0575,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0580,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0585,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0600,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0601,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0602,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0603,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0604,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0605,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0606,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0607,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0610,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0615,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0616,practitioner,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0617,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0618,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0619,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0620,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0621,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0625,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0627,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0629,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0630,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0635,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0636,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0637,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0638,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0639,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0640,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0641,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0642,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0650,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0651,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0652,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0655,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0656,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0657,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0660,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0665,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0666,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0667,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0668,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0669,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0670,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0671,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0672,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0673,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0675,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0676,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0677,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0691,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0692,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0693,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0694,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0700,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0705,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0710,practitioner,0,3,Published Contractor Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0711,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0720,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0730,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0731,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0740,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0744,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0745,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0746,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0747,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0748,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0749,practitioner,1,3,Nature of Equipment,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0755,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0760,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
E0761,practitioner,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
