col1,col2,modifier_indicator,service,effective_date,source
0468U,81517,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,83036,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,0327U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81228,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81350,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81422,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81439,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81448,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,81507,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0469U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,0502U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0470U,G0476,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0471U,0453U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0460U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0461U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0512U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0475U,0513U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,0519U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81225,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81227,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81230,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81231,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81306,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,81335,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0476U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,0519U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81225,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81227,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81230,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81231,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81306,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,81335,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0477U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81191,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81192,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81193,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81194,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81232,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81235,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81276,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81346,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81352,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81353,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81407,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81408,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,81417,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0478U,G0463,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,82542,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0479U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,0010U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,81513,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,81514,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,87071,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,87073,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,87084,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,87103,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0480U,G0463,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,81417,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,81449,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,81504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0481U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,0390U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0482U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0483U,87590,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
