ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
33T307,CAYUGA MEDICAL CTR @ ITHACA,101 DATES DRIVE -,ITHACA,NY,14850,Tompkins,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T350,SUNY DOWNSTATE MEDICAL CENTER,450 CLARKSON AVEUE -,BROOKLYN,NY,11203,Kings,Government,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T394,UHS HOSPITALS,10-42 MITCHELL AVE -,BINGHAMTON,NY,13903,Broome,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T405,HELEN HAYES HOSPITAL,51-55 N. ROUTE 9W -,WEST HAVERSTRAW,NY,10993,Rockland,Government,03/18/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T406,SUNNYVIEW HOSPITAL AND REHABILITATION,1270 BELMONT AVE. -,SCHENECTADY,NY,12308,Schenectady,Non-profit,01/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343025,CAREPARTNERS REHABILITATION HOSPITAL,68 SWEETEN CREEK RD -,ASHEVILLE,NC,28813,Buncombe,Non-profit,10/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343026,CAROLINAS REHABILITATION,1100 BLYTHE BOULEVARD -,CHARLOTTE,NC,28203,Mecklenburg,Government,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343027,NOVANT HEALTH REHABILITATION HOSPITAL,2475 HILLCREST CENTER CIRCLE -,WINSTON-SALEM,NC,27103,Forsyth,For profit,10/31/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
343028,PEAK REHABILITATION HOSPITAL,1401 ZENO ROAD -,APEX,NC,27502,Wake,For profit,03/27/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST -,HIGH POINT,NC,27262,Guilford,Non-profit,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T008,CENTER FOR INPATIENT REHAB,500 LAUCHWOOD DR -,LAURINBURG,NC,28352,Scotland,Non-profit,10/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T014,WHITAKER REHABILITATION CENTER,3333 SILAS CREEK PARKWAY -,WINSTON SALEM,NC,27103,Forsyth,Non-profit,01/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVENUE -,SALISBURY,NC,28114,Rowan,Non-profit,10/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T027,LENOIR MEMORIAL HOSPITAL REHAB UNIT,100 AIRPORT RD -,KINSTON,NC,28501,Lenoir,Non-profit,07/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T028,CAPE FEAR VALLEY REHABILITATION CENTER,1638 OWEN DRIVE -,FAYETTEVILLE,NC,28302,Cumberland,Non-profit,10/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T040,PITT COUNTY MEMORIAL HOSPITAL,PO BOX 8447 -,GREENVILLE,NC,27835,Pitt,Non-profit,10/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T047,NORTH CAROLINA BAPTIST HOSPITALS,MEDICAL CENTER BLVD -,WINSTON SALEM,NC,27157,Forsyth,Non-profit,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549 -,CHARLOTTE,NC,28233,Mecklenburg,Non-profit,01/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T061,UNC HOSPITALS INPATIENT REHAB,101 MANNING DR -,CHAPEL HILL,NC,27514,Orange,Government,07/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T069,WAKEMED REHAB,3000 NEW BERN AVE. -,RALEIGH,NC,27610,Wake,Non-profit,10/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET -,GREENSBORO,NC,27401,Guilford,Non-profit,10/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD -,ELKIN,NC,28621,Surry,Non-profit,10/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD -,CHARLOTTE,NC,28210,Mecklenburg,Government,01/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD -,CHARLOTTE,NC,28203,Mecklenburg,Government,01/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE -,PINEHURST,NC,28374,Moore,Non-profit,10/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST REHAB SERVICES,HICKORY,NC,28601,Catawba,For profit,10/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD. -,NEW BERN,NC,28561,Craven,Government,07/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD -,HENDERSON,NC,27536,Vance,For profit,10/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET -,WILMINGTON,NC,28402,New Hanover,Government,10/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD -,HICKORY,NC,28602,Catawba,Non-profit,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE -,ROCKY MOUNT,NC,27804,Nash,Government,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD BOX 52,DURHAM,NC,27704,Durham,Government,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
353026,PAM REHABILITATION HOSPITAL OF FARGO,4671 38TH ST S -,FARGO,ND,58104,Cass,For profit,11/22/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
353027,ALTRU REHABILITATION HOSPITAL,4500 SOUTH WASHINGTON STREET SUITE B -,GRAND FORKS,ND,58201,Grand Forks,For profit,08/26/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
35T006,TRINITY REHABCARE CENTER,407 3RD ST. SE -,MINOT,ND,58701,Ward,Non-profit,07/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
35T011,SANFORD HEALTH SYSTEM,REHABILITATION 5C -,FARGO,ND,58122,Cass,Non-profit,07/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363026,INSIGHT REHABILITATION HOSPITAL HILLSIDE,8747 SQUIRES LANE NE -,WARREN,OH,44484,Trumbull,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363033,THE REHABILITATION INSTITUTE OF OHIO,835 SOUTH MAIN STREET -,DAYTON,OH,45402,MONTGOMERY,For profit,03/24/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,151 WEST GALBRAITH ROAD -,CINCINNATI,OH,45216,Hamilton,For profit,01/17/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363035,SUMMA REHAB HOSPITAL,29 NORTH ADAMS STREET -,AKRON,OH,44304,Summit,For profit,02/13/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363036,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,23333 HARVARD ROAD -,BEACHWOOD,OH,44122,Cuyahoga,For profit,04/29/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363037,OHIOHEALTH REHABILITATION HOSPITAL,1087 DENNISON AVENUE 4TH FLOOR -,COLUMBUS,OH,43201,Franklin,For profit,09/05/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363038,CLEVELAND CLINIC REHABILITATION HOSPITALS LLC,33355 HEALTH CAMPUS BLVD -,AVON,OH,44011,Lorain,For profit,01/09/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363039,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD -,AVON,OH,44011,Lorain,For profit,03/10/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363040,REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC,1455 WEST MEDICAL LOOP -,TOLEDO,OH,43614,Lucas,For profit,04/29/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363041,TRIHEALTH REHABILITATION HOSPITAL LLC,2155 DANA AVENUE -,CINCINNATI,OH,45207,Hamilton,For profit,06/07/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363042,"MOUNT CARMEL REHABILITATION HOSPITAL, AN AFFILIATE",597 EXECUTIVE CAMPUS DR -,WESTERVILLE,OH,43082,Delaware,Non-profit,05/09/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363043,ENCOMPASS HEALTH REHAB HOSPITAL OF TOLEDO,4647 MONROE STREET -,TOLEDO,OH,43623,Lucas,For profit,12/29/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363045,LIBERTY REHABILITATION HOSPITAL,7810 BETHANY ROAD -,LIBERTY TOWNSHIP,OH,45044,Butler,Non-profit,06/06/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363046,PAM REHABILITATION HOSPITAL OF DAYTON LLC,2310 CROSSPOINTE DRIVE -,MIAMISBURG,OH,45342,Montgomery,For profit,06/15/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363047,CINCINNATI REHABILITATION HOSPITAL LLC,4291 PARKVIEW DRIVE -,BLUE ASH,OH,45242,Hamilton,For profit,01/08/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363048,CLEARSKY REHABILITATION HOSPITAL OF LANCASTER LLC,1201 RIVER VALLEY BLVD -,LANCASTER,OH,43130,Fairfield,For profit,12/18/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
363049,"MERCY HEALTH REHABILITATION HOSPITAL, LLC",3180 BELMONT AVENUE -,YOUNGSTOWN,OH,44505,Mahoning,For profit,12/20/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36R325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH -,GALION,OH,44833,Crawford,Non-profit,10/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36R327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,909 EAST SNYDER AVE -,MONTPELIER,OH,43543,Williams,Non-profit,10/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T001,MERCY HEALTH ANDERSON HOSPITAL - REHAB UNIT,7500 STATE ROAD -,CINCINNATI,OH,45255,Hamilton,Non-profit,01/01/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET -,PORTSMOUTH,OH,45662,Scioto,Non-profit,07/01/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVE. -,LIMA,OH,45804,Allen,Non-profit,09/22/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T010,UNION HOSPITAL,659 BOULEVARD -,DOVER,OH,44622,Tuscarawas,Non-profit,01/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T016,JEWISH HOSPITAL-MERCY HEALTH,4777 E. GALBRAITH ROAD -,CINCINNATI,OH,45236,Hamilton,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T025,FIRELANDS REGIONAL MEDICAL CTR,INPATIENT REHABILITATION 1111 HAYES AVENUE,SANDUSKY,OH,44870,Erie,Non-profit,01/01/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T032,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,200 ST. CLAIR AVE -,ST. MARYS,OH,45885,Auglaize,Non-profit,01/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVE -,WOOSTER,OH,44691,Wayne,Government,01/01/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T041,UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,7007 POWERS BLVD. -,PARMA,OH,44129,Cuyahoga,Non-profit,01/01/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T054,HOLZER MEDICAL CENTER,100 JACKSON PIKE -,GALLIPOLIS,OH,45631,Gallia,Non-profit,03/13/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T056,MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD -,FAIRFIELD,OH,45014,Butler,Non-profit,01/01/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T059,METROHEALTH MEDICAL CENTER,2500 METROHEALTH DRIVE -,CLEVELAND,OH,44109,Cuyahoga,Non-profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T066,ST RITAS MEDICAL CENTER,730 W MARKET ST -,LIMA,OH,45801,Allen,Non-profit,01/01/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T068,FLOWER REHABILITATION CENTER,5200 HARROUN ROAD -,SYLVANIA,OH,43560,Lucas,Non-profit,01/20/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T070,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER -,CANTON,OH,44708,Stark,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DR -,FRANKLIN,OH,45005,Butler,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T079,KETTERING MEDICAL CENTER,INPATIENT REHAB UNIT -,KETTERING,OH,45429,Montgomery,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T084,AULTMAN WOODLAWN,2821 WOODLAWN NW -,CANTON,OH,44708,Stark,Non-profit,10/03/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T085,OHIO STATE UNIVERSITY HOSPITAL,480 MEDICAL CENTER DR -,COLUMBUS,OH,43210,Franklin,Government,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T086,COMMUNITY OF SPRINGFIELD,ARU-1 EAST 100 MEDICAL CENTER DR,SPRINGFIELD,OH,45505,Clark,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T095,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET -,FINDLAY,OH,45840,Hancock,Non-profit,07/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T098,LAKE HOSPITAL SYSTEM,10977 CAPITAL PARKWAY -,CONCORD,OH,44077,Lake,Non-profit,01/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T112,MERCY ST CHARLES ACUTE INPATIENT REHABILITATION,2600 NAVARRE AVE -,OREGON,OH,43616,Lucas,Non-profit,03/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T118,OHIOHEALTH MANSFIELD REHAB UNIT,335 GLESSNER AVE -,MANSFIELD,OH,44903,Richland,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T121,COMMUNITY HOSPITALS OF WILLIAMS COUNTY,433 WEST HIGH STREET -,BRYAN,OH,43506,Williams,Non-profit,10/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T132,FORT HAMILTON REHAB CENTER,630 EATON AVE -,HAMILTON,OH,45013,Butler,Non-profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T155,SOUTHWEST GENERAL HOSPITAL,"18697 BAGLEY RD ONE SOUTH, ACUTE REHAB UNIT",MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga,Non-profit,01/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T163,THE CHRIST HOSPITAL REHAB UNIT,2139 AUBURN AVENUE -,CINCINNATI,OH,45219,Hamilton,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T172,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD -,LORAIN,OH,44053,Lorain,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T174,UPPER VALLEY MEDICAL CENTER,3130 N 25A -,TROY,OH,45373,Miami,Non-profit,01/01/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T189,MADISON COUNTY INPATIENT REHAB,210 N MAIN ST -,LONDON,OH,43140,Madison,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T211,THE TRINITY REHABILITATION CENTER,380 SUMMIT AVE -,STEUBENVILLE,OH,43952,Jefferson,Non-profit,12/22/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T218,LICKING MEMORIAL HOSPITAL,1320 W MAIN ST -,NEWARK,OH,43055,Licking,Non-profit,01/01/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
36T234,MERCY WEST HOSPITAL,3300 MERCY HEALTH BLVD -,CINCINNATI,OH,45211,Hamilton,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373025,SSM HEALTH REHABILITATION HOSPITAL-OKC,700 NORTHWEST 7TH STREET -,OKLAHOMA CITY,OK,73102,Oklahoma,For profit,06/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373033,MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,5401 WEST MEMORIAL ROAD -,OKLAHOMA CITY,OK,73142,Oklahoma,For profit,11/14/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373034,"ST JOHN REHAB HOSPITAL, AN AFFILIATE OF ENCOMPASS",1200 W ALBANY DRIVE -,BROKEN ARROW,OK,74012,Tulsa,For profit,09/26/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
373035,PAM REHABILITATION HOSPITAL OF TULSA,10020 EAST 91ST STREET -,TULSA,OK,74133,Tulsa,For profit,03/31/2017,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
