ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
491518,94.6,10,41.4,99.3,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491519,100,10,55,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491520,88.7,10,42.6,97.9,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491521,100,10,80.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491522,97.8,5,4.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491526,95.7,9,37,98.9,100,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491527,96.8,8,33.3,98.6,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491530,100,10,40.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491532,80.5,10,72.1,92.6,100,88.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491537,100,10,63.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491538,97.6,9,44.7,99.3,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491542,99.4,10,19.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491543,99.6,9,62.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491545,92.6,10,47,98.8,100,97.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491546,79.4,9,45.9,92.9,100,95.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491547,97.9,10,84.9,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491551,99.7,9,77.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491552,100,10,69.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491553,91.7,10,64.6,93.1,98.9,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491554,99.3,10,52.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491555,95,10,49,97.2,99.3,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491557,97.1,8,55.6,99.6,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491562,96.2,10,61.8,99,99.5,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491565,87.5,10,44.9,96.9,99.9,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491568,97.6,10,62.1,98,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491570,97.5,6,53.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491571,99,10,79.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491572,92.7,10,57.8,98.3,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491574,77.8,10,67.9,100,100,90.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491575,95.4,9,64.3,96.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491576,99.8,7,56.7,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491577,100,9,73,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491579,97.4,8,74.3,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491580,99.3,9,62.5,100,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491581,92.6,9,64.9,95.6,99.2,98.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491582,98.2,10,70.3,99.6,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491584,100,10,84.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491586,88.8,9,71.4,94.9,99.2,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491588,,8,64,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491590,99.4,10,63.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491593,90.7,10,71.5,98.6,99.7,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491595,98,9,84,99.5,99.5,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491599,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491600,99.8,9,89.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491601,100,10,70.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491602,86.7,9,83.7,94.8,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491603,95.7,8,65.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491604,95.7,10,19.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491605,100,9,76.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491606,99.5,10,79.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491607,100,9,57.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491608,100,9,45.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491609,98.9,9,63.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491612,98.7,10,49.6,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491613,92.1,10,60.7,98,98,95,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491615,91.3,9,90,97.5,100,97.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491616,100,10,61.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491617,94,10,65.1,97.5,100,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491619,98.5,9,67.7,99.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491620,95.7,8,46.8,100,100,98.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491622,96.5,9,72.9,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491623,97.4,10,34.6,98.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491624,98.4,10,55.4,99.7,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491625,99.3,10,75.2,99.3,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491627,88.4,10,36.5,94.9,99,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491629,,8,12.3,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491630,100,9,88,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491631,98.3,8,70.1,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491632,91.1,10,52.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491633,95.1,9,72.4,97.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491634,94.2,9,63.8,95.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491635,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491636,100,9,79.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491637,100,10,68.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491638,,8,36.4,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491639,98.3,9,70.3,99.7,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491640,95.2,9,43.2,98.8,100,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491641,96.8,10,45,98.1,99.9,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491642,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491643,,9,76.3,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491644,84.1,9,25.6,99.4,100,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491645,94.5,9,49.7,95.4,99.7,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491646,100,10,61.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491647,99.8,9,60.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491648,99.8,10,49.6,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491649,85.7,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491650,99.4,10,80.9,99.8,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491652,93.2,9,57,98.3,100,98.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491653,86.9,8,65.3,99.1,99.5,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491654,98.1,8,43.1,100,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491655,98.9,9,76.3,99.5,99.5,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491656,98.7,8,67.2,99.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491658,97.5,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491660,91.9,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491661,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491662,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491663,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491664,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491665,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501501,100,10,61.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501503,99.2,10,54.2,100,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501505,99.2,10,50.6,99.7,99.8,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501508,99.5,10,60.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501510,95.7,10,60.3,99.2,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501511,99.9,10,50.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501512,99.6,10,74.6,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501514,99.8,10,48.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501515,99.8,10,49.4,100,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501516,93.3,10,81.9,98.9,99.8,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501518,87.8,7,24.1,92.7,100,97.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501519,99.1,9,53.8,99.8,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501520,96.2,10,69.5,99.7,99.7,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501521,96.2,10,72.6,99.3,99.8,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501523,99.5,10,64,99.9,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501525,96.4,9,34.3,99.7,99.7,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501526,100,10,53.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501528,98.8,10,73.3,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501529,88.7,10,85.2,95.7,100,95,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501531,98.7,10,49.3,99.2,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501533,99.7,10,54.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501534,94.4,10,65.7,98.5,99.5,97.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501535,99.2,10,93.1,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501536,100,8,28.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501537,100,10,50.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501538,98.8,10,50.7,99.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501539,,8,44.4,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501540,98.7,10,76.2,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501541,95.5,10,72,97,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501542,90.5,10,68,100,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501543,31.7,7,46.2,98.6,99.3,35.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501544,98,7,52.9,99.2,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501545,100,9,62.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501546,99.1,9,57.9,99.7,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501547,100,9,59,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501548,96.5,7,50,97.9,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501549,100,8,62.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501550,95.6,8,61,97.8,100,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501551,79.6,4,,88.9,88.9,90.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501552,95.3,8,,98.3,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501553,89.3,8,,93.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501554,100,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501555,100,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501556,75.5,8,,77.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501557,90,9,,98.8,100,93.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501558,91.7,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501559,100,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501560,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501561,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
501562,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511500,95.4,10,74.4,98,99.7,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511501,99.3,10,64.5,99.9,99.8,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511502,97.3,10,55.4,99.9,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511504,88.9,10,62.2,99.6,99.9,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511505,100,9,77.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511506,99.3,10,63.6,99.8,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511507,99.9,10,57.9,99.9,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511509,100,10,80.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511510,97.3,10,71.8,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511511,100,10,93.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511514,96.8,10,34.5,99.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511516,100,9,73.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511517,87.7,9,6.9,97.4,99.1,97.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511519,100,10,61.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511523,100,10,84.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511524,100,10,75.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511525,100,10,89.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
511526,97.9,10,55.5,98.4,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521502,93.3,10,82.3,99.6,99.1,96.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521503,98.1,10,69.3,99.5,99.7,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521504,98.5,10,68.7,99.1,99.8,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521505,89.8,10,74.8,95.5,99.3,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521507,100,10,83.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521508,,8,92.1,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521509,97,9,77,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521512,93.1,10,75.4,99.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521516,100,10,85.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521517,90.7,10,88.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521518,88,9,84.8,96,100,97.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521519,99.2,10,77.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521521,99.1,10,74.3,100,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521522,77.5,10,63.9,97.9,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
521523,77.7,8,68.2,99,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
